,GeneStableID,GeneName,Gene description,baseMean,log2FoldChange,FoldChange,pvalue,padj,neglogpadj,Ctrl_rep1,Ctrl_rep2,dnBMPR1A_rep1,dnBMPR1A_rep2,lfcSE,stat
15927,ENSGALG00000005769,WEE1,WEE1 G2 checkpoint kinase [Source:NCBI gene;Acc:423045],2040.2672,-0.968404605,0.5110709149499232,6.520000000000001e-07,0.000208812,3.6802445469339906,2824.6305199999997,2576.3658920000003,1339.283725,1420.788665,0.194646752,-4.975190171
16267,ENSGALG00000023904,FIBIN,fin bud initiation factor homolog (zebrafish) [Source:NCBI gene;Acc:426933],176.1924201,-2.866357065,0.13713254788364862,8.97e-07,0.000260291,3.5845408480948,134.8574064,484.80003339999996,59.63603004,25.47621054,0.583414063,-4.91307503
16307,ENSGALG00000017046,POSTN,periostin [Source:NCBI gene;Acc:395429],80.89219291,3.0939516830000002,8.538316744538317,1.04e-06,0.000292734,3.5335268328964373,11.58930836,22.16228724,184.9727711,104.84440490000001,0.633494649,4.8839428830000005
16481,ENSGALG00000016906,SPRY2,sprouty RTK signaling antagonist 2 [Source:NCBI gene;Acc:395584],856.3636514000001,-1.144602248,0.4523143749712808,1.26e-06,0.000335118,3.4748022445290156,1265.341758,1093.3395039999998,567.0476754,499.7256683,0.236216745,-4.845559318
17696,ENSGALG00000021525,ISLR,immunoglobulin superfamily containing leucine rich repeat [Source:NCBI gene;Acc:769957],140.17240959999998,-2.363308409,0.19434495885803535,1.3e-06,0.00033553099999999997,3.474267348797568,280.2505476,189.30287019999997,32.34496544,58.79125509,0.48831522899999996,-4.8397188280000005
17697,ENSGALG00000001141,HES5-1,hes family bHLH transcription factor 5 [Source:NCBI gene;Acc:419392],34127.95204,1.154830138,2.2265810647799413,2.35e-06,0.000590641,3.2286764092914795,26924.07047,15385.244490000001,53427.818230000004,40774.67497,0.24464030899999997,4.720522719
18726,ENSGALG00000004882,PPCS,phosphopantothenoylcysteine synthetase [Source:NCBI gene;Acc:100859789],2266.625091,-1.097646864,0.4672780375299961,2.44e-06,0.00059604,3.2247245939571516,3744.4001740000003,2435.08131,1421.156919,1465.86196,0.23288569899999997,-4.713242881
18771,ENSGALG00000004506,URI1,"URI1, prefoldin like chaperone [Source:NCBI gene;Acc:415759]",1165.406015,-1.003842258,0.4986701465025642,2.98e-06,0.000710302,3.148556962481625,1588.7888189999999,1521.81039,733.8264035,817.1984457000001,0.21486059,-4.672063219
19043,ENSGALG00000001603,NARF,nuclear prelamin A recognition factor [Source:NCBI gene;Acc:417341],1508.7623529999998,1.111502039,2.160704885888384,3.24e-06,0.000734327,3.134110503202458,762.7872049,1145.9749359999998,2021.5603399999998,2104.726932,0.23877932300000002,4.654934213
19083,ENSGALG00000000436,RABIF,RAB interacting factor [Source:NCBI gene;Acc:421170],521.994765,-1.2770779620000001,0.41263040546137864,3.23e-06,0.000734327,3.134110503202458,760.6800579,717.5040494,266.8459649,342.948988,0.274291752,-4.655910909
19149,ENSGALG00000055082,,,185.0634889,1.893222384,3.714639957689686,3.37e-06,0.0007450380000000001,3.127821575883331,91.6608934,65.56343308,256.7381632,326.29146569999995,0.407409267,4.646979186
19150,ENSGALG00000003861,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:NCBI gene;Acc:423683],771.6567633,1.188862318,2.2797289716009654,5.23e-06,0.001128917,2.947337987009545,401.4114987,539.2823228,1186.65592,959.2773122000001,0.260971191,4.555530882
19159,ENSGALG00000000189,YTHDC2,YTH domain containing 2 [Source:NCBI gene;Acc:415602],899.0554159,1.000715819,2.00099258206661,8.35e-06,0.001763665,2.7535839035964953,587.894006,610.3863277,1192.720601,1205.220729,0.224580915,4.455925467
19539,ENSGALG00000042210,RABEPK,Rab9 effector protein with kelch motifs [Source:NCBI gene;Acc:772357],1453.684314,-1.096243605,0.46773276364369826,1.04e-05,0.002144722,2.6686289933116227,2419.004727,1543.049249,889.4865497000002,963.1967292000002,0.24864234699999999,-4.4089175339999995
19540,ENSGALG00000040511,MTERF3,mitochondrial transcription termination factor 3 [Source:NCBI gene;Acc:420237],2756.405906,-0.830166252,0.5624644218379394,1.07e-05,0.0021692670000000003,2.663686990406172,3737.02516,3319.725943,1936.6548059999998,2032.2177179999999,0.18860185,-4.401686688
19652,ENSGALG00000031427,FMN2L,formin-2-like [Source:NCBI gene;Acc:107053055],774.5881504,1.199186393,2.296101459764316,1.28e-05,0.00248026,2.605502790687213,361.37570619999997,578.0663255,1066.373079,1092.53749,0.274838622,4.363238263
19697,ENSGALG00000003965,LEUTX,leucine twenty homeobox [Source:NCBI gene;Acc:422976],266.7053473,2.058642969,4.165942621673557,1.28e-05,0.00248026,2.605502790687213,45.30365996,160.6765825,433.624693,427.2164536,0.47180456299999995,4.363338405
19774,ENSGALG00000005716,SBF2,SET binding factor 2 [Source:NCBI gene;Acc:423043],440.1102058,1.300651017,2.4634001867275224,1.34e-05,0.002542585,2.5947245194616935,225.46472630000002,282.5691623,709.5676794,542.8392553,0.29877413199999997,4.353291932
19851,ENSGALG00000014930,ENC1,ectodermal-neural cortex 1 [Source:NCBI gene;Acc:427203],3756.829514,1.136919128,2.19910902148145,1.4599999999999999e-05,0.0027134890000000004,2.566471934633237,3093.291759,1604.918968,4979.103118,5350.004213,0.26229093800000003,4.3345726639999995
19955,ENSGALG00000007483,LRIG1,leucine rich repeats and immunoglobulin like domains 1 [Source:NCBI gene;Acc:427592],280.3618496,1.43666247,2.7069391740269206,1.62e-05,0.002944688,2.5309607134597125,138.0181268,164.370297,381.0641241,437.99485039999996,0.333164267,4.312174543
20027,ENSGALG00000026722,UNC119B,unc-119 lipid binding chaperone B [Source:NCBI gene;Acc:416970],592.1112624,-1.201933086,0.4346924411564361,1.66e-05,0.002974037,2.5266536327219753,956.6447265,694.4183335,324.46043460000004,392.92155479999997,0.279150212,-4.30568574
20087,ENSGALG00000014513,CDCA3,cell division cycle associated 3 [Source:NCBI gene;Acc:770517],4486.091251,-0.8948459609999999,0.5378046144754329,1.7199999999999998e-05,0.002995803,2.523486748658118,6831.370492,4837.842619,3079.847178,3195.304714,0.20820718800000002,-4.2978629669999995
20088,ENSGALG00000006020,BTBD1,BTB domain containing 1 [Source:NCBI gene;Acc:415461],2612.281626,-0.8683335329999999,0.5477792288961756,1.74e-05,0.002995803,2.523486748658118,3491.542537,3259.7030809999997,1630.388414,2067.492471,0.202139819,-4.295707478
20112,ENSGALG00000040546,ZNF217,,950.4493282,0.975286517,1.9660316091532726,1.99e-05,0.0033628209999999998,2.4732962491828983,588.9475794,692.5714762,1220.011665,1300.266592,0.228623414,4.265908282
20120,ENSGALG00000030261,SMIM12,small integral membrane protein 12 [Source:NCBI gene;Acc:100858028],733.4859416,-1.022020076,0.49242636898049125,2.44e-05,0.004040888,2.3935231865917617,971.3947554,994.5326398,445.754055,522.262316,0.24214677399999998,-4.220663598
20122,ENSGALG00000015556,AFAP1,actin filament associated protein 1 [Source:NCBI gene;Acc:374034],405.9732592,1.257370139,2.390595664187947,2.51e-05,0.004084673,2.388842705344524,228.62544680000002,250.24916009999998,498.3146239,646.703806,0.298362235,4.214240246
20186,ENSGALG00000019987,LRP11,LDL receptor related protein 11 [Source:NCBI gene;Acc:421629],324.78652989999995,-1.314770971,0.4019893064326584,2.71e-05,0.004247898,2.371825920026632,497.28668600000003,429.3943153,196.091353,176.37376530000003,0.313272342,-4.196894503999999
20230,ENSGALG00000005897,HMCES,"5-hydroxymethylcytosine (hmC) binding, ES cell-specific [Source:NCBI gene;Acc:416015]",2382.480148,-0.787833294,0.5792133283697132,2.78e-05,0.004247898,2.371825920026632,3057.47026,2977.1339190000003,1799.188703,1696.127709,0.188002712,-4.190542176
20356,ENSGALG00000001956,OLFML3,olfactomedin like 3 [Source:NCBI gene;Acc:419882],4755.855363000001,0.928958015,1.9039004092896512,2.7899999999999997e-05,0.004247898,2.371825920026632,3969.8649,2581.906463,5990.894068,6480.7560189999995,0.22170710899999999,4.190023577
20364,ENSGALG00000003385,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:NCBI gene;Acc:420128]",953.8587813999999,-1.054192532,0.4815666761977192,2.7000000000000002e-05,0.004247898,2.371825920026632,1230.573833,1344.512092,731.8048432,508.54435650000005,0.251161223,-4.197274243
20721,ENSGALG00000011419,DUSP4,dual specificity phosphatase 4 [Source:NCBI gene;Acc:395642],2364.794307,-0.8578122840000001,0.5517886612305357,3.3299999999999996e-05,0.004990984,2.3018138223844984,3427.274554,2668.708755,1612.194371,1750.999547,0.206722834,-4.149576845
21477,ENSGALG00000040864,WDR77,WD repeat domain 77 [Source:NCBI gene;Acc:419865],5422.27071,-0.8206690590000001,0.5661793124976293,3.4200000000000005e-05,0.005040845,2.2974966563963313,7685.818590000001,6162.96271,3538.741376,4301.560164,0.19805536,-4.143634673999999
21817,ENSGALG00000014862,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:NCBI gene;Acc:396379],8298.095311,0.79985068,1.7409209306678188,3.87e-05,0.005478072,2.2613722639774196,5484.903575,6624.677027000001,9359.824375,11722.97626,0.194358659,4.11533339
22441,ENSGALG00000006743,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:NCBI gene;Acc:416955],16628.54541,-0.92283292,0.5274722421010306,3.8900000000000004e-05,0.005478072,2.2613722639774196,26079.10453,17466.65263,9820.740133,13147.68435,0.224325706,-4.113808155
22859,ENSGALG00000004184,SPARC,secreted protein acidic and cysteine rich [Source:NCBI gene;Acc:386571],11308.92807,0.698369043,1.6226693386956108,3.98e-05,0.0055203119999999994,2.258036375885085,8756.249254,8491.849726999999,13291.759240000001,14695.85406,0.169978892,4.108563342
23277,ENSGALG00000003162,FAM134C,family with sequence similarity 134 member C [Source:NCBI gene;Acc:772215],798.8697950000001,-1.011062553,0.4961806732587439,5.14e-05,0.007021479000000001,2.1535713987128045,1196.859482,939.1269218,489.2176023,570.2751744,0.24969498699999998,-4.04919043
23289,ENSGALG00000015684,DNAJC25,DnaJ heat shock protein family (Hsp40) member C25 [Source:NCBI gene;Acc:431639],1103.831285,-1.129514973,0.45706936376630886,5.67e-05,0.007636655,2.1170968290099017,1950.164525,1080.411503,711.5892397000001,673.1598707999999,0.28055119100000003,-4.026056596
23305,ENSGALG00000035108,KDM7A,lysine demethylase 7A [Source:NCBI gene;Acc:418110],600.6106522999999,1.038451083,2.054021215515099,5.9999999999999995e-05,0.007850685999999999,2.1050923925544054,371.911441,414.61945710000003,740.9018647,875.0098466,0.25878392699999997,4.012811363
23575,ENSGALG00000009913,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:NCBI gene;Acc:422457]",2352.866681,-0.7808483490000001,0.582024444336664,5.98e-05,0.007850685999999999,2.1050923925544054,3098.559626,2850.624196,1616.237492,1846.0454100000002,0.194543484,-4.013747116
24075,ENSGALG00000052355,PDE12,phosphodiesterase 12 [Source:NCBI gene;Acc:107054443],571.4144044,-1.133526424,0.4558002357784528,6.29e-05,0.008114085,2.0907604471077086,915.5553605,654.7109022000001,323.4496544,391.9417006,0.28326051,-4.001710023999999
24299,ENSGALG00000002605,MRPL17,mitochondrial ribosomal protein L17 [Source:NCBI gene;Acc:769700],3300.28292,-1.045778121,0.4843835845631812,6.620000000000001e-05,0.008315013000000001,2.080137067451816,5832.582826,3061.165925,2143.864741,2163.518187,0.262137565,-3.989424875
24397,ENSGALG00000014911,ARL15,ADP ribosylation factor like GTPase 15 [Source:NCBI gene;Acc:769515],313.1853979,-1.2804472470000001,0.4116678685187055,6.55e-05,0.008315013000000001,2.080137067451816,494.12596560000003,393.38059849999996,183.96199099999998,181.2730365,0.32075127600000003,-3.992025417
24401,ENSGALG00000020788,CCDC141,coiled-coil domain containing 141 [Source:NCBI gene;Acc:770766],2841.796638,0.89891777,1.8646666885188354,6.73e-05,0.008336325,2.0790253623080788,1694.146168,2273.481299,3160.709592,4238.849492,0.22553958899999998,3.985631849
24441,ENSGALG00000009224,TTC30B,tetratricopeptide repeat domain 30B [Source:NCBI gene;Acc:429016],896.3143412999999,-0.907547315,0.5330906135438033,6.97e-05,0.008519726,2.06957437220531,1177.895159,1160.7497939999998,584.2309382999999,662.381474,0.228181038,-3.977312598
24519,ENSGALG00000032259,SIX3,SIX homeobox 3 [Source:NCBI gene;Acc:378786],449.4418887,-1.475935531,0.35950019766039465,7.269999999999999e-05,0.008776568,2.056675277948924,784.9122481,537.4354655000001,326.48199489999996,148.9378462,0.37204147,-3.9671263760000004
25761,ENSGALG00000008425,MAP1A,microtubule associated protein 1A [Source:NCBI gene;Acc:415588],1168.24517,0.87475148,1.8336921856667987,7.62e-05,0.008960987,2.0476441527211104,906.0731991,743.3600511,1495.954652,1527.592778,0.22111791100000003,3.9560408110000003
25957,ENSGALG00000000814,HNRNPR,heterogeneous nuclear ribonucleoprotein R [Source:NCBI gene;Acc:419570],4455.871594,0.7191342140000001,1.6461938289376552,8.3e-05,0.009639835,2.0159303996244287,3114.363229,3620.7636780000003,5647.2288100000005,5441.130658,0.182728587,3.935532077
26017,ENSGALG00000003955,CEP350,centrosomal protein 350 [Source:NCBI gene;Acc:424417],241.42139139999998,1.5254611130000002,2.8787871285635505,8.8e-05,0.010090118,1.9961037548285792,91.6608934,156.9828679,313.3418527,403.6999516,0.38899309600000004,3.9215634610000003
26053,ENSGALG00000007703,,ligand of Numb protein X 2-like [Source:NCBI gene;Acc:422320],444.70510199999995,1.1771458959999999,2.2612898010473614,9.09e-05,0.01029457,1.9873917889708967,266.5540923,278.8754478,504.37930489999997,729.0115631,0.300770502,3.913767773
26057,ENSGALG00000028880,FDPS,farnesyl diphosphate synthase [Source:NCBI gene;Acc:425061],2639.257507,0.774944471,1.7111241893215772,9.6e-05,0.010745296000000001,1.9687816165246987,2110.307695,1784.064123,3095.0088809999997,3567.6493299999997,0.198679251,3.900480131
26153,ENSGALG00000039781,TXNDC15,thioredoxin domain containing 15 [Source:NCBI gene;Acc:416310],2908.387515,-0.807826009,0.5712420118400242,0.00010347899999999999,0.011444268,1.9414119805104024,4180.579597999999,3223.6893649999997,2281.330844,1947.9502519999999,0.20807995699999998,-3.882286512
26209,ENSGALG00000000690,GDPD4,glycerophosphodiester phosphodiesterase domain containing 4 [Source:NCBI gene;Acc:419084],1909.9311420000001,0.785785395,1.7240306164912098,0.000113794,0.01215225,1.915343304607444,1268.502479,1535.66182,2465.292835,2370.267434,0.203617568,3.8591237560000002
26225,ENSGALG00000015892,IRAK1BP1,interleukin 1 receptor associated kinase 1 binding protein 1 [Source:NCBI gene;Acc:421857],740.3906691000001,-1.1160255140000002,0.461363087068319,0.000116111,0.01215225,1.915343304607444,1262.1810380000002,764.5989097,512.4655462000001,422.3171824,0.289561248,-3.854194998
26231,ENSGALG00000009560,MSMO1,methylsterol monooxygenase 1 [Source:NCBI gene;Acc:422423],8484.089484999999,0.719298636,1.6463814541104254,0.000116421,0.01215225,1.915343304607444,5692.457552000001,7130.715919,10096.68312,11016.50135,0.18665905,3.853542792
26303,ENSGALG00000051796,,ankyrin repeat domain 31 [Source:NCBI gene;Acc:427208],1321.452172,0.823080797,1.7691799494189178,0.000114277,0.01215225,1.915343304607444,895.5374642999999,1013.0012130000001,1784.027,1593.243013,0.213338928,3.85809005
26324,ENSGALG00000030499,MOB2,MOB kinase activator 2 [Source:NCBI gene;Acc:423097],2928.067152,-0.7171753890000001,0.6082872251060978,0.000112776,0.01215225,1.915343304607444,3447.292451,3834.9991210000003,2211.587012,2218.390025,0.18573325899999998,-3.8613191430000002
26428,ENSGALG00000028627,TIMP3,TIMP metallopeptidase inhibitor 3 [Source:NCBI gene;Acc:396483],298.5244765,1.355669721,2.559158887366925,0.00011792399999999999,0.012172388999999999,1.914624177094846,126.4288185,208.6948715,436.6570335,422.3171824,0.352085243,3.850401994
26701,ENSGALG00000005328,IBA57,"IBA57 homolog, iron-sulfur cluster assembly [Source:NCBI gene;Acc:420396]",1864.2555489999997,-0.809420272,0.5706111044279046,0.00013243399999999999,0.013088413,1.8831130094558268,2532.790664,2215.305295,1204.8499630000001,1504.076276,0.211785455,-3.8218879130000003
26745,ENSGALG00000006860,KIF3A,kinesin family member 3A [Source:NCBI gene;Acc:416332],722.6082041,0.925564555,1.899427379854135,0.000132423,0.013088413,1.8831130094558268,489.9116716,506.9623206,880.3895282,1013.1692960000001,0.242173422,3.821908067
27759,ENSGALG00000000653,CNTN2,contactin 2 [Source:NCBI gene;Acc:419825],324.1612796,1.1998151259999998,2.2971023292032107,0.000130909,0.013088413,1.8831130094558268,177.0003459,216.0823006,452.82951619999994,450.7329557,0.313698336,3.824741762
28515,ENSGALG00000029968,GADD45B,growth arrest and DNA damage inducible beta [Source:NCBI gene;Acc:100859853],3986.068465,-0.753037803,0.5933528509743772,0.000132379,0.013088413,1.8831130094558268,5386.921241,4619.913461,3283.013992,2654.4251670000003,0.197027647,-3.8219905489999997
28614,ENSGALG00000014670,TTC37,tetratricopeptide repeat domain 37 [Source:NCBI gene;Acc:427114],1171.63601,0.8026529609999999,1.744305769880593,0.000141788,0.013865332,1.8580697269485975,847.0730838,860.6354877999999,1475.7390480000001,1503.096422,0.210945293,3.8050290139999996
28726,ENSGALG00000007361,SST,somatostatin [Source:NCBI gene;Acc:396279],635.4322107,0.966224502,1.9537210585256868,0.00015130799999999998,0.014460207,1.8398254900073046,424.5901154,435.8583157,923.8530755,757.4273364000001,0.255013696,3.7889121969999997
28766,ENSGALG00000014582,CADM1,cell adhesion molecule 1 [Source:NCBI gene;Acc:419762],1921.014929,0.7746354759999999,1.7107577416755884,0.00015254,0.014460207,1.8398254900073046,1272.716773,1561.517822,2451.141912,2398.683208,0.204556794,3.786896832
28838,ENSGALG00000004542,ZMYND8,zinc finger MYND-type containing 8 [Source:NCBI gene;Acc:419207],951.7251036,0.899847807,1.8658691381461425,0.00015482200000000002,0.014528224,1.8377874727041863,583.679712,744.2834797999999,1309.9711,1168.966122,0.2378533,3.783205053
29048,ENSGALG00000006127,FAM122A,family with sequence similarity 122A [Source:NCBI gene;Acc:422237],3003.3198199999997,-0.702953017,0.6143134957126821,0.000157061,0.014529421,1.837751692069167,3797.0788479999997,3644.772822,2159.0264429999997,2412.401167,0.185984538,-3.7796315000000003
29072,ENSGALG00000005534,TM9SF3,transmembrane 9 superfamily member 3 [Source:NCBI gene;Acc:395460],7914.281331,-0.676292419,0.6257713792430772,0.000159526,0.014529421,1.837751692069167,9671.804614,9800.348103,5556.258595,6628.714011,0.17911469,-3.7757507180000003
29078,ENSGALG00000004631,DRAXIN,dorsal inhibitory axon guidance protein [Source:NCBI gene;Acc:419492],7805.249561,0.880731698,1.8413089292355624,0.00015877100000000002,0.014529421,1.837751692069167,6512.137725,4476.782022,8264.138670999999,11967.93983,0.233186948,3.776933942
29188,ENSGALG00000036901,TSPAN18,tetraspanin 18 [Source:NCBI gene;Acc:395586],296.4655637,1.250915831,2.3799245401834033,0.000174384,0.015728414,1.803315067953624,154.8753026,195.7668706,460.91575760000006,374.30432410000003,0.333266684,3.753497995
29194,ENSGALG00000002064,STOML2,stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559],7752.750973,-0.799447556,0.5745691522721277,0.000189497,0.016927178,1.771415438889466,11860.07675,7835.291968,5581.528099,5734.10708,0.214178552,-3.7326219060000003
30004,ENSGALG00000036477,CHPF2,chondroitin polymerizing factor 2 [Source:NCBI gene;Acc:426039],493.51927939999996,-1.185475576,0.43967957626349785,0.000198554,0.017567267,1.7552957979322175,846.0195104000001,525.4308933,256.7381632,345.8885508,0.318603459,-3.720849678
30032,ENSGALG00000010179,RFX3,regulatory factor X3 [Source:NCBI gene;Acc:427351],196.77343480000002,1.413731514,2.664253785579337,0.00020138,0.017649213,1.7532746555666718,109.57164270000001,105.27086440000001,256.7381632,315.513069,0.38031348200000004,3.7172795119999997
